symbol,date,HotScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,averageDailyVolume3Month,marketCap
ABVX,2025-11-15 17:44:33,0.9507836990595612,110.39,9.40535,2.240367752218249,1075398.0,8591534080.0
AMAT,2025-11-15 17:44:33,0.7830721003134796,226.01,1.24535,1.8410515895241104,8248884.0,180049149952.0
APGE,2025-11-15 17:44:33,0.8233542319749216,65.5,4.01778,1.4107672435763767,690576.0,4302781952.0
ARQT,2025-11-15 17:44:33,0.8644200626959248,25.0,9.36133,1.5965798489073593,2071312.0,3062304768.0
AVDL,2025-11-15 17:44:33,0.9399686520376174,23.56,22.4532,4.83205989186485,2646503.0,2300791040.0
BE,2025-11-15 17:44:33,0.891692789968652,111.89,8.05408,1.7076184193654669,13913096.0,26463186944.0
BKV,2025-11-15 17:44:33,0.8728840125391849,27.95,5.07519,2.561784779110976,475465.0,2514676736.0
CDTX,2025-11-15 17:44:33,0.9971786833855798,217.71,105.406,19.821198438832884,872168.0,6844665856.0
CELC,2025-11-15 17:44:33,0.8482758620689654,92.68,7.76744,1.1976731007226202,1094074.0,3932107776.0
CGON,2025-11-15 17:44:33,0.8774294670846394,41.01,8.60699,1.463142235929996,962633.0,3126913280.0
CLS,2025-11-15 17:44:33,0.9120689655172414,310.88,6.193,1.6043144188828145,3076660.0,38422683648.0
CNTA,2025-11-15 17:44:33,0.878369905956113,27.61,6.31498,2.485589415741079,1420449.0,4033151488.0
CQP,2025-11-15 17:44:33,0.7877742946708464,53.84,3.26045,1.4631830211198174,115626.0,26061391872.0
CSIQ,2025-11-15 17:44:33,0.9349529780564264,33.58,17.3305,3.216825649018241,3635414.0,2248928256.0
DASH,2025-11-15 17:44:33,0.9490595611285269,206.96,6.01916,3.093877995401385,3701549.0,84135223296.0
ETOR,2025-11-15 17:44:33,0.7884012539184952,40.5,3.15844,1.8043089815345972,1031984.0,3287842048.0
EWTX,2025-11-15 17:44:33,0.9231974921630092,22.75,11.4104,2.637086141378514,952620.0,2408506880.0
FIGR,2025-11-15 17:44:33,0.8454545454545455,40.24,16.3342,1.2729745143949085,4076615.0,7402037760.0
FLNC,2025-11-15 17:44:33,0.7993730407523512,17.91,10.2154,1.3914713272203716,7231301.0,2965725440.0
FLY,2025-11-15 17:44:33,0.880564263322884,22.95,7.14286,2.538886924182618,1753160.0,3654813440.0
FTAI,2025-11-15 17:44:33,0.838871473354232,158.3,3.46405,1.5370828246703003,1163180.0,16237294592.0
GEV,2025-11-15 17:44:33,0.817398119122257,578.31,3.60822,1.2744917664552473,2913326.0,156907323392.0
GPCR,2025-11-15 17:44:33,0.8568965517241379,36.82,5.2,1.7731116966801008,1010603.0,2234150656.0
IRON,2025-11-15 17:44:33,0.7786833855799373,89.95,3.34329,1.2718010670093014,429612.0,3395626752.0
LGN,2025-11-15 17:44:33,0.9492163009404389,40.27,20.8583,2.4198577948743534,1162546.0,3504975104.0
MH,2025-11-15 17:44:33,0.8412225705329154,15.73,5.07682,2.5788674407499346,697341.0,3004453888.0
MODG,2025-11-15 17:44:33,0.8373040752351097,11.27,6.52174,3.583015272196604,2280484.0,2072368640.0
MSFT,2025-11-15 17:44:33,0.7565830721003135,510.18,1.36899,1.32935467389948,21236550.0,3791850569728.0
MU,2025-11-15 17:44:33,0.8452978056426332,246.83,4.16966,1.4849373352899424,24219453.0,277058289664.0
MYRG,2025-11-15 17:44:33,0.7763322884012539,229.44,4.30513,1.0187445701297904,227906.0,3561559040.0
NAMS,2025-11-15 17:44:33,0.8371473354231975,38.35,5.29929,1.456658434289013,1077453.0,4348536832.0
NXT,2025-11-15 17:44:33,0.8879310344827586,93.75,6.42525,1.5067858912076064,2402190.0,13911261184.0
ONDS,2025-11-15 17:44:33,0.7855799373040752,7.18,9.45122,3.04577543826996,60110839.0,2645469696.0
ORCL,2025-11-15 17:44:33,0.7606583072100314,222.85,2.4268,1.3495904694479772,24539439.0,635299168256.0
PCVX,2025-11-15 17:44:33,0.8420062695924765,48.69,6.89352,1.3050350473857224,1689855.0,6373826048.0
PRAX,2025-11-15 17:44:33,0.7935736677115987,186.42,4.68329,1.073277877130624,808566.0,4661836800.0
REZI,2025-11-15 17:44:33,0.826489028213166,33.01,5.86914,1.4224767618082057,1903655.0,4942090240.0
RLX,2025-11-15 17:44:33,0.7650470219435737,2.57,10.3004,2.53005609660406,2992338.0,2838973440.0
RVMD,2025-11-15 17:44:33,0.8804075235109718,67.75,5.23455,1.7933446900735317,2203684.0,13097416704.0
RYTM,2025-11-15 17:44:33,0.7681818181818182,99.41,3.67088,1.171436585389444,620346.0,6634231808.0
SMFG,2025-11-15 17:44:33,0.7938871473354231,17.48,5.49185,1.5019217068506503,2133520.0,112076128256.0
SNDK,2025-11-15 17:44:33,0.910501567398119,254.16,4.34782,2.4598409629723097,7885585.0,37247959040.0
SRRK,2025-11-15 17:44:33,0.9518808777429468,37.41,24.4097,2.7673459701581087,2528325.0,3596120832.0
STRL,2025-11-15 17:44:33,0.8874608150470219,338.66,3.69259,1.9310620916362216,614495.0,10403422208.0
TBBB,2025-11-15 17:44:33,0.7963949843260189,27.69,5.28518,1.2780531009226237,544209.0,3018367232.0
TERN,2025-11-15 17:44:33,0.8600313479623825,22.56,8.82779,1.735249312757107,2256844.0,2032199936.0
TTMI,2025-11-15 17:44:33,0.8384012539184953,67.99,7.7496,1.2555022207394124,2397850.0,7025456128.0
VLO,2025-11-15 17:44:33,0.7890282131661442,181.76,3.40198,1.2589053438705649,2559306.0,55438532608.0
VRT,2025-11-15 17:44:33,0.8043887147335422,170.97,4.47935,1.1814698559124863,7349700.0,65368379392.0
WHR,2025-11-15 17:44:33,0.9217868338557994,70.28,6.98736,2.078280442647501,1316804.0,3946126848.0
ALB,2025-11-17 18:22:42,0.8724264705882354,118.32,2.7618554,1.6409478383304772,3664760.0,13925971968.0
AMZN,2025-11-17 18:22:42,0.6847426470588235,231.909,-1.1849699,1.0884557308608742,45392107.0,2479157149696.0
ARQT,2025-11-17 18:22:42,0.8126838235294116,26.48,5.919998,1.123559418369183,2100714.0,3243593216.0
AS,2025-11-17 18:22:42,0.6799632352941175,30.535,0.54329604,1.448502176527904,5173607.0,16933838848.0
ASND,2025-11-17 18:22:42,0.9411764705882352,218.62,6.956948,1.50040794662479,455942.0,13357278208.0
AXSM,2025-11-17 18:22:42,0.8900735294117647,145.74,4.331021,1.2539086847390497,534259.0,7347138560.0
BABA,2025-11-17 18:22:42,0.7235294117647059,158.1,2.7958407,0.7476687736733271,19345612.0,377226035200.0
COCO,2025-11-17 18:22:42,0.8801470588235294,45.46,3.6716092,2.127680174825352,988415.0,2588867584.0
CROX,2025-11-17 18:22:42,0.8352941176470589,77.0501,4.9871955,1.0069972354842582,1966348.0,4208273152.0
CRSP,2025-11-17 18:22:42,0.8669117647058823,54.95,4.606895,1.4212999652129523,2429065.0,5236747776.0
CWAN,2025-11-17 18:22:42,0.7062499999999999,19.455,1.0649346,1.7722864531081757,4813451.0,6335496704.0
CZR,2025-11-17 18:22:42,0.7779411764705882,20.555,3.917305,1.6369776142145238,8613725.0,4275266048.0
DASH,2025-11-17 18:22:42,0.8512867647058824,208.65,0.8165767,2.10901940246305,3822659.0,89927843840.0
DGNX,2025-11-17 18:22:42,0.9143382352941176,13.23,25.641024,1.8086803959506983,748376.0,2685761024.0
DYN,2025-11-17 18:22:42,0.831985294117647,20.51,9.153802,1.1285091680081667,2623307.0,2929334272.0
EAT,2025-11-17 18:22:42,0.8965073529411764,120.11,6.1136127,1.2154502451446263,1483614.0,5336633344.0
ESLT,2025-11-17 18:22:42,0.9169117647058824,505.685,6.9032946,1.2298450691158735,107790.0,23450800128.0
FIGR,2025-11-17 18:22:42,0.7766544117647058,41.92,4.1749415,1.003173774777587,4100480.0,8970609664.0
GOOG,2025-11-17 18:22:42,0.86875,285.54,3.0904748,1.326525403663917,21620523.0,3446991486976.0
GOOGL,2025-11-17 18:22:42,0.8577205882352941,284.895,3.06971,1.2776404162332882,33503231.0,3450682736640.0
GRAL,2025-11-17 18:22:42,0.8604779411764706,83.97,5.4502125,1.0813118851049015,979537.0,3273337344.0
JAZZ,2025-11-17 18:22:42,0.9895220588235294,170.625,20.950586,7.864897865980805,731343.0,10368048128.0
JBS,2025-11-17 18:22:42,0.7352941176470589,13.785,3.959273,1.257532847385698,6271732.0,30576734208.0
JNJ,2025-11-17 18:22:42,0.7487132352941177,199.35,1.7455282,0.824639216245517,8267487.0,480292995072.0
KC,2025-11-17 18:22:42,0.8244485294117646,12.445,11.11607,1.247093298862398,1961846.0,3681462016.0
KMB,2025-11-17 18:22:42,0.7211397058823529,103.602,-0.39706007,1.9092610511739672,3814459.0,34381197312.0
LITE,2025-11-17 18:22:42,0.8299632352941176,241.44,4.0017266,0.9307475553447626,3871098.0,17121136640.0
LNW,2025-11-17 18:22:42,0.8946691176470587,86.22,0.0,19.756597673843917,1966678.0,7028988928.0
MDGL,2025-11-17 18:22:42,0.8422794117647059,551.685,4.2468915,0.9423503264649458,361754.0,12529549312.0
MDT,2025-11-17 18:22:42,0.7044117647058823,96.635,0.7979549,1.0241852747426632,6939057.0,123945607168.0
MLYS,2025-11-17 18:22:42,0.8139705882352941,43.36,6.1444364,0.989112253881004,1862920.0,3431508480.0
MTSR,2025-11-17 18:22:42,0.7237132352941177,70.5,-0.353357,8.811847356295095,3163288.0,7429021696.0
NBIS,2025-11-17 18:22:42,0.7314338235294118,84.765,1.4663615,1.0789648903712643,19111367.0,21344438272.0
NEE,2025-11-17 18:22:42,0.7110294117647058,85.4,1.8121177,0.8640838466777401,9943292.0,177854873600.0
NUVL,2025-11-17 18:22:42,0.9803308823529412,108.39,12.321243,4.22510993150085,456648.0,7880680448.0
OCUL,2025-11-17 18:22:42,0.7931985294117647,11.85,4.867258,1.88849315676294,2659487.0,2524612608.0
ONC,2025-11-17 18:22:42,0.9051470588235294,375.86,2.744513,1.678392844946276,278181.0,41591894016.0
PACS,2025-11-17 18:22:42,0.9608455882352942,15.742,48.790165,11.417204023051932,951417.0,2442804224.0
PGNY,2025-11-17 18:22:42,0.9113970588235294,27.155,10.611005,1.9176800341649949,1426021.0,2341077504.0
PPTA,2025-11-17 18:22:42,0.6981617647058823,22.51,4.3095474,0.8184862786291409,3215823.0,2743354112.0
PRAX,2025-11-17 18:22:42,0.703125,195.69,4.972645,0.5979258673617502,809495.0,4893653504.0
QUBT,2025-11-17 18:22:42,0.7790441176470588,11.522,8.6981125,1.811584084213332,35781128.0,2580172288.0
SE,2025-11-17 18:22:42,0.8112132352941176,145.65,3.407872,0.9615479221227918,4240265.0,86227697664.0
SNDK,2025-11-17 18:22:42,0.8825367647058824,260.507,2.4972398,1.5883116359829084,8065885.0,38178127872.0
SQM,2025-11-17 18:22:42,0.95,59.211,8.544454,3.654904492631017,1347540.0,16912906240.0
TERN,2025-11-17 18:22:42,0.9321691176470588,25.725,14.014227,3.3223302459334145,2282935.0,2317302528.0
TIGO,2025-11-17 18:22:42,0.7941176470588236,53.36,6.0202637,0.8217396873498085,913417.0,8915655680.0
TSLA,2025-11-17 18:22:42,0.7229779411764706,406.0157,0.41194013,1.045502995887022,88039368.0,1350334676992.0
WPP,2025-11-17 18:22:42,0.9011029411764704,20.29,7.0712404,3.970335304049176,519439.0,4377618432.0
ZIM,2025-11-17 18:22:42,0.8279411764705883,16.977,5.9745207,2.09852777344176,4676590.0,2045007104.0
ABVX,2025-11-17 21:57:05,0.8436842105263157,113.93,3.206813,1.2942286469971271,1096450.0,8978428928.0
AGIO,2025-11-17 21:57:05,0.7817543859649123,45.08,3.27606,1.1011564323678529,652870.0,2628786688.0
ALB,2025-11-17 21:57:05,0.8603508771929823,118.35,2.7886362,1.785501915541536,3664760.0,13929502720.0
ARQT,2025-11-17 21:57:05,0.8094736842105261,26.2,4.800003,1.3602946426786322,2100714.0,3209295616.0
AS,2025-11-17 21:57:05,0.7182456140350877,30.765,1.3006208,1.66414089821666,5173607.0,17061390336.0
ASND,2025-11-17 21:57:05,0.94140350877193,217.43,6.374755,1.714979098218633,455942.0,13284571136.0
AXSM,2025-11-17 21:57:05,0.8949122807017544,146.11,4.5958896,1.4278093583823577,534259.0,7365790720.0
CHWY,2025-11-17 21:57:05,0.7052631578947368,34.615,3.2359169,0.9700497543758708,7529187.0,14358993920.0
COCO,2025-11-17 21:57:05,0.8775438596491228,45.48,3.7172203,2.2952120313835787,988415.0,2590006784.0
CROX,2025-11-17 21:57:05,0.8380701754385965,77.115,5.075621,1.122389322744499,1966348.0,4211817472.0
CRSP,2025-11-17 21:57:05,0.8824561403508772,55.22,5.120888,1.6218742602606353,2429065.0,5262478848.0
CWAN,2025-11-17 21:57:05,0.7847368421052631,19.86,3.1688344,2.448660223195375,4813451.0,6467384832.0
CZR,2025-11-17 21:57:05,0.79,20.64,4.3478193,1.9799285442709165,8613725.0,4292945152.0
DASH,2025-11-17 21:57:05,0.8773684210526316,210.8,1.8554292,2.3479967739733,3822659.0,90854490112.0
DGNX,2025-11-17 21:57:05,0.9170175438596492,13.325,26.543211,1.9283475151528109,748376.0,2705046528.0
DYN,2025-11-17 21:57:05,0.8175438596491228,20.28,7.929748,1.1961219178693154,2623307.0,2896484864.0
EAT,2025-11-17 21:57:05,0.9096491228070176,121.28,7.147271,1.3840203718757036,1483614.0,5388617728.0
ESLT,2025-11-17 21:57:05,0.9256140350877192,505.8,6.927677,1.393301790518601,107790.0,23456133120.0
FIGR,2025-11-17 21:57:05,0.7891228070175439,42.3,5.119278,1.0630726158888717,4100480.0,9051927552.0
GOOG,2025-11-17 21:57:05,0.8529824561403508,285.385,3.0345147,1.3883104955416663,21620523.0,3445120303104.0
GOOGL,2025-11-17 21:57:05,0.8401754385964912,284.83,3.0461934,1.3355884392165045,33503231.0,3449895518208.0
GRAL,2025-11-17 21:57:05,0.8647368421052631,84.62,6.265703,1.1477881897263706,979537.0,3298675968.0
JAZZ,2025-11-17 21:57:05,0.99,169.9975,20.50577,8.383226475128634,731343.0,10329917440.0
JBS,2025-11-17 21:57:05,0.7494736842105263,13.845,4.411765,1.4342542060151804,6271732.0,30709821440.0
JNJ,2025-11-17 21:57:05,0.7417543859649123,199.25,1.6944865,0.928944913974464,8267487.0,480052051968.0
KC,2025-11-17 21:57:05,0.816140350877193,12.23,9.196426,1.3753041777998884,1961846.0,3617860864.0
LITE,2025-11-17 21:57:05,0.8308771929824561,242.98,4.665088,0.9925147852108108,3871098.0,17230342144.0
LNW,2025-11-17 21:57:05,0.8833333333333333,86.22,0.0,19.756597673843917,1966678.0,7028988928.0
MDGL,2025-11-17 21:57:05,0.8649122807017543,554.28,4.7372513,1.102354085925795,361754.0,12588486656.0
MDT,2025-11-17 21:57:05,0.7191228070175439,96.79,0.9596309,1.161609999744922,6939057.0,124144410624.0
MLYS,2025-11-17 21:57:05,0.8315789473684212,44.04,7.809064,1.0743027075773517,1862920.0,3485323520.0
MTSR,2025-11-17 21:57:05,0.7101754385964912,70.5,-0.353357,8.811847356295095,3163288.0,7429021696.0
NBIS,2025-11-17 21:57:05,0.7621052631578947,85.9256,2.8556347,1.1346176859038917,19111367.0,21636685824.0
NEE,2025-11-17 21:57:05,0.7064912280701754,85.62,2.0743985,0.9213948458920848,9943292.0,178313052160.0
NUVL,2025-11-17 21:57:05,0.9819298245614034,108.28,12.2072525,4.552002855591177,456648.0,7872682496.0
OCUL,2025-11-17 21:57:05,0.7970175438596491,11.875,5.088494,2.0672125864875444,2659487.0,2529938688.0
ONC,2025-11-17 21:57:05,0.9019298245614036,376.54,2.9304032,1.796970317886556,278181.0,41667141632.0
PACS,2025-11-17 21:57:05,0.9647368421052632,15.76,48.960304,11.84795520786364,951417.0,2445597440.0
PGNY,2025-11-17 21:57:05,0.909298245614035,26.8175,9.236253,2.132640402911317,1426021.0,2311981056.0
PPTA,2025-11-17 21:57:05,0.721578947368421,22.6839,5.115389,0.9113178803684158,3215823.0,2764547840.0
PRAX,2025-11-17 21:57:05,0.738421052631579,198.19,6.313703,0.7180872025151483,809495.0,4956171264.0
QUBT,2025-11-17 21:57:05,0.7850877192982455,11.56,9.056603,1.881666642817968,35781128.0,2588681728.0
SE,2025-11-17 21:57:05,0.809298245614035,145.72,3.4575753,1.033608984344139,4240265.0,86269140992.0
SNDK,2025-11-17 21:57:05,0.9166666666666664,266.81,4.977177,1.6541769440055245,8065885.0,39101853696.0
SQM,2025-11-17 21:57:05,0.9554385964912282,59.525,9.120078,3.839229262211141,1347540.0,17002597376.0
TERN,2025-11-17 21:57:05,0.9303508771929824,25.63,13.608155,3.4721102440498743,2282935.0,2308744704.0
TIGO,2025-11-17 21:57:05,0.7954385964912281,53.54,6.377904,0.903300464081575,913417.0,8945730560.0
TSLA,2025-11-17 21:57:05,0.752280701754386,408.8545,1.1140463,1.0896946238868956,88039368.0,1359776055296.0
WPP,2025-11-17 21:57:05,0.9061403508771928,20.355,7.4142413,4.180109695267395,519439.0,4391642112.0
ZIM,2025-11-17 21:57:05,0.8289473684210525,17.025,6.2734027,2.198658210362679,4676590.0,2050789120.0
ABVX,2025-11-17 22:08:12,0.8311387900355871,113.62,2.9259927,1.375641388116193,1096450.0,8953998336.0
AGIO,2025-11-17 22:08:12,0.7999999999999998,45.13,3.3906062,1.3226308453444025,652870.0,2631702272.0
ALB,2025-11-17 22:08:12,0.8476868327402135,117.71,2.232065,1.86190228009474,3664760.0,13854177280.0
AMAT,2025-11-17 22:08:12,0.7236654804270461,228.71,1.1946429,0.9840446295523128,8248884.0,182200090624.0
ARQT,2025-11-17 22:08:12,0.8423487544483985,26.17,4.6800003,1.8990314721566093,2100714.0,3205620736.0
AS,2025-11-17 22:08:12,0.7161921708185054,30.7,1.0865984,1.8317187602382632,5173607.0,17025344512.0
ASND,2025-11-17 22:08:12,0.93932384341637,216.56,5.9491215,1.8890165854428853,455942.0,13231416320.0
AXSM,2025-11-17 22:08:12,0.8983985765124555,145.56,4.2021585,1.5950166492281834,534259.0,7338063872.0
CHWY,2025-11-17 22:08:12,0.7104982206405693,34.66,3.3701196,1.0945780733032664,7529187.0,14377660416.0
COCO,2025-11-17 22:08:12,0.8708185053380784,45.43,3.6031969,2.587871491225852,988415.0,2587159296.0
CROX,2025-11-17 22:08:12,0.8542704626334521,77.15,5.123317,1.3087413825019782,1966348.0,4213729280.0
CRSP,2025-11-17 22:08:12,0.8902135231316726,55.32,5.3112526,1.809466605463419,2429065.0,5272008704.0
CWAN,2025-11-17 22:08:12,0.8012455516014234,19.97,3.7402563,2.9847327831944277,4813451.0,6503205888.0
CZR,2025-11-17 22:08:12,0.7943060498220641,20.61,4.1961575,2.385326325138079,8613725.0,4286705664.0
DASH,2025-11-17 22:08:12,0.8814946619217081,210.65,1.7829471,2.674915026425323,3822659.0,90789838848.0
DGNX,2025-11-17 22:08:12,0.9204626334519572,13.59,29.059834,1.98619009695661,748376.0,2758843136.0
DYN,2025-11-17 22:08:12,0.8197508896797152,20.24,7.7168646,1.380842958906449,2623307.0,2890771712.0
EAT,2025-11-17 22:08:12,0.9197508896797152,121.22,7.094265,1.5508515018057258,1483614.0,5385952256.0
ESLT,2025-11-17 22:08:12,0.9270462633451956,503.23,6.3843756,1.541812784117265,107790.0,23336951808.0
FIGR,2025-11-17 22:08:12,0.7846975088967971,42.24,4.9701786,1.14852017324801,4100480.0,9039087616.0
GOOG,2025-11-17 22:08:12,0.8681494661921708,285.6,3.1121361,1.5514111753910855,21620523.0,3447715790848.0
GOOGL,2025-11-17 22:08:12,0.8512455516014235,285.02,3.1149325,1.4841862863913036,33503231.0,3452196880384.0
GRAL,2025-11-17 22:08:12,0.8725978647686832,84.94,6.668348,1.2663360342692518,979537.0,3311150080.0
JAZZ,2025-11-17 22:08:12,0.990747330960854,170.09,20.571339,9.11241647216149,731343.0,10335538176.0
JBS,2025-11-17 22:08:12,0.7453736654804269,13.87,4.6002994,1.5179502249139472,6271732.0,30765273088.0
JNJ,2025-11-17 22:08:12,0.752491103202847,199.555,1.8501507,1.0367978806619231,8267487.0,480786874368.0
KC,2025-11-17 22:08:12,0.8097864768683274,12.2,8.928572,1.4819705522247923,1961846.0,3608986368.0
LITE,2025-11-17 22:08:12,0.8222419928825623,242.07,4.273105,1.072168929848844,3871098.0,17165811712.0
LNW,2025-11-17 22:08:12,0.8907473309608541,86.22,0.0,19.756597673843917,1966678.0,7028988928.0
MDGL,2025-11-17 22:08:12,0.8754448398576513,553.42,4.5747356,1.2719831708840814,361754.0,12568953856.0
MLYS,2025-11-17 22:08:12,0.83932384341637,44.26,8.347613,1.1932901037081571,1862920.0,3502734080.0
MTSR,2025-11-17 22:08:12,0.7154804270462634,70.5,-0.353357,8.811847356295095,3163288.0,7429021696.0
NBIS,2025-11-17 22:08:12,0.7548042704626334,85.98,2.9207594,1.197957006424501,19111367.0,21650384896.0
NUVL,2025-11-17 22:08:12,0.9816725978647686,108.0,11.917099,4.946054729244407,456648.0,7852324864.0
NXST,2025-11-17 22:08:12,0.8619217081850534,187.54,2.9421456,1.4515913791953026,329714.0,5687373824.0
OCUL,2025-11-17 22:08:12,0.7964412811387899,11.89,5.22124,2.274721027025137,2659487.0,2533134592.0
PACS,2025-11-17 22:08:12,0.964946619217082,15.73,48.676743,12.107329383435443,951417.0,2440942080.0
PGNY,2025-11-17 22:08:12,0.9154804270462632,26.82,9.246438,2.533027213484233,1426021.0,2312196608.0
PPTA,2025-11-17 22:08:12,0.7163701067615658,22.62,4.8192816,1.027366244970572,3215823.0,2756760064.0
PRAX,2025-11-17 22:08:12,0.7713523131672598,197.58,5.986484,0.8554172663203602,809495.0,4940917248.0
QUBT,2025-11-17 22:08:12,0.7795373665480427,11.5,8.490562,1.9770651724562736,35781128.0,2575245568.0
SE,2025-11-17 22:08:12,0.7983985765124555,145.76,3.4859695,1.093405718746352,4240265.0,86292815872.0
SNDK,2025-11-17 22:08:12,0.9145907473309608,265.88,4.611269,1.7383028644717846,8065885.0,38965559296.0
SQM,2025-11-17 22:08:12,0.957829181494662,59.49,9.055917,3.949293527464862,1347540.0,16992600064.0
TERN,2025-11-17 22:08:12,0.9288256227758008,25.56,13.297873,3.618375030388513,2282935.0,2302439168.0
TIGO,2025-11-17 22:08:12,0.804982206405694,53.53,6.3580303,1.0437105943944551,913417.0,8944059392.0
TSLA,2025-11-17 22:08:12,0.7448398576512456,408.92,1.1302108,1.1300189819627056,88039368.0,1359994028032.0
WDC,2025-11-17 22:08:12,0.7329181494661922,162.45,2.927197,0.9059321256662868,9453323.0,55687131136.0
