ticker,price,ma50,appearances,avg_HotScore,rule_score
AGI,43.84999847412109,39.46220016479492,1,0.0,2
ALAB,187.6699981689453,163.80710052490235,1,0.8672863508739439,4
AMKR,52.52000045776367,45.60541320800781,1,0.0,2
APP,460.3800048828125,613.4034997558593,1,0.9503048790210225,2
ATAT,39.34000015258789,39.56383773803711,1,0.0,0
AUGO,73.0,54.31399993896484,1,0.0,2
AXON,433.7699890136719,562.5111999511719,1,0.0,0
BLSH,32.04999923706055,39.260799980163576,1,0.8782344905754842,2
CALX,55.56999969482422,53.83439979553223,1,0.0,2
CIEN,289.67999267578125,233.78919830322263,1,0.0,2
COHR,242.4600067138672,192.06139953613285,1,0.0,2
CRDO,123.41000366210938,145.43840087890624,1,0.0,0
CYBR,409.2200012207031,447.1650982666016,1,0.0,0
DJTWW,20.61000061035156,20.61000061035156,1,0.0,0
DT,36.18000030517578,41.91420021057129,1,0.0,0
ESE,268.94000244140625,212.7451336669922,1,0.0,2
FNV,248.32000732421875,224.71160095214844,1,0.0,2
FORM,94.87999725341795,65.65299980163574,1,0.0,2
FROG,51.25,60.62750015258789,1,0.0,0
GLW,131.38999938964844,93.50179962158204,1,0.8425825129480149,4
HTFL,29.290000915527344,30.25009998321533,1,0.0,0
IESC,489.5199890136719,428.5235992431641,1,0.0,2
LASR,54.59000015258789,40.66189987182617,1,0.0,2
MBIN,45.060001373291016,36.006870880126954,1,0.8520794787452678,4
MKTX,171.22999572753906,172.5768002319336,1,0.0,0
NE,41.86000061035156,31.881866035461425,1,0.0,2
NXST,240.0399932861328,206.18480041503904,1,0.9484594065323256,4
ORCL,156.58999633789062,188.05507385253907,1,0.8693321122974323,2
PANW,166.0,184.70300109863285,1,0.0,0
Q,105.1999969482422,88.5313996887207,1,0.0,2
RBLX,73.44999694824219,81.41279998779297,1,0.8603589295637553,2
ROIV,27.670000076293945,22.110200004577635,1,0.0,2
SHOP,118.4000015258789,153.35419982910156,1,0.0,0
SIMO,137.5500030517578,103.22019943237304,1,0.0,2
STM,32.5099983215332,27.160140342712403,1,0.0,2
TGNA,20.739999771118164,19.24349105834961,1,0.0,2
TSEM,147.52999877929688,123.4243995666504,1,0.0,2
TTWO,205.02999877929688,241.7704006958008,1,0.0,0
U,27.530000686645508,41.94420009613037,1,0.0,0
UI,712.3800048828125,567.8937939453125,1,0.9247072612034468,4
VAL,83.81999969482422,55.43119987487793,1,0.9767461046336944,4
VRNS,25.61000061035156,32.23389991760254,1,0.0,0
VSAT,46.27999877929688,38.86419998168945,1,0.0,2
WGS,91.23999786376952,127.09410064697266,1,0.0,0
WING,281.75,261.8174026489258,1,0.0,2
WULF,16.649999618530273,13.662200050354004,1,0.0,2
XMTR,72.0999984741211,61.82419990539551,1,0.0,2
