,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
ALAB,417.07000732421875,258.0306997680664,0.9487750556792872,0.9487750556792872,0.9487750556792872,0.7839643652561247,0.9643652561247216,0.959910913140312,0.9844097995545658,3.744034674436488,11.3137,417.07,1,0.9487750556792872,4
MPWR,1563.699951171875,1546.4223999023438,0.9334075723830736,0.9334075723830736,0.9334075723830736,0.9933184855233852,0.888641425389755,0.9242761692650334,0.9977728285077953,2.804908637235528,7.97467,1563.7,1,0.9334075723830736,4
LEU,191.38999938964844,189.52280059814453,0.9276169265033408,0.9276169265033408,0.9276169265033408,0.9042316258351892,0.9710467706013364,0.8775055679287305,0.9510022271714922,2.3888890122185127,12.3774,191.39,1,0.9276169265033408,4
MTN,144.77999877929688,128.98499923706055,0.9275055679287304,0.9275055679287304,0.9275055679287304,0.89086859688196,0.9665924276169264,0.910913140311804,0.9064587973273942,2.582447874480001,11.4292,144.78,1,0.9275055679287304,4
TER,437.9200134277344,372.1426715087891,0.905011135857461,0.905011135857461,0.905011135857461,0.8552338530066815,0.8396436525612472,0.9443207126948776,0.975501113585746,3.142850865031184,7.18622,437.92,1,0.905011135857461,4
Q,168.97999572753906,147.68603118896485,0.8924276169265033,0.8924276169265033,0.8924276169265033,0.8195991091314031,0.8841870824053452,0.9287305122494433,0.8797327394209354,2.920308942098699,7.82287,168.98,1,0.8924276169265033,3
ENTG,178.77000427246094,142.5703843688965,0.8897550111358575,0.8897550111358575,0.8897550111358575,0.7706013363028953,0.9866369710467706,0.7906458797327395,0.9532293986636972,2.0094042963091967,13.6202,178.77,1,0.8897550111358575,3
TLN,436.2900085449219,364.68919982910154,0.8812917594654788,0.8812917594654788,0.8812917594654788,0.959910913140312,0.7884187082405345,0.9042316258351892,0.9643652561247216,2.535280862305878,6.46153,436.29,1,0.8812917594654788,3
MRVL,310.5799865722656,197.94080017089843,0.8789532293986636,0.8789532293986636,0.8789532293986636,0.4788418708240534,0.8485523385300668,0.9844097995545658,0.9476614699331848,6.15768304186799,7.26669,310.58,1,0.8789532293986636,3
DIOD,119.45999908447266,102.9663996887207,0.8765033407572385,0.8765033407572385,0.8765033407572385,0.8997772828507795,0.930957683741648,0.8262806236080178,0.8574610244988864,2.139554672661909,9.79779,119.46,1,0.8765033407572385,3
